,Pos,Player,Conf,Tm,Age,Yrs,G,GS,Cmp,Att,Yds,TD,Int,Att.1,Yds.1,TD.1,Rec,Yds.2,TD.2,Solo,Sk,Int.1,All-pro teams
15,C,Olin Kreutz,NFC,CHI,28,7,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,"PFW: 1st Tm All-Conf., AP: 2nd Tm, FW: 1st Tm, SN: 1st Tm"
16,FS,Darren Sharper,NFC,MIN,30,8,14,14,0,0,0,0,0,0,0,0,0,0,0,41,0.0,9,"PFW: 1st Tm All-Conf., AP: 2nd Tm, FW: 1st Tm, SN: 1st Tm"
17,LB,Lance Briggs,NFC,CHI,25,2,16,16,0,0,0,0,0,0,0,0,0,0,0,83,2.0,2,"PFW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm"
18,RT/T,Willie Anderson,AFC,CIN,30,9,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,"PFW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm"
19,MLB,Al Wilson,AFC,DEN,28,6,15,15,0,0,0,0,0,0,0,0,0,0,0,61,3.0,0,"PFW: 1st Tm All-Conf., AP: 1st Tm, SN: 1st Tm"
20,DE/DT,Richard Seymour,AFC,NWE,26,4,12,12,0,0,0,0,0,0,0,0,0,0,0,35,4.0,0,"PFW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm"
21,RB,Tiki Barber,NFC,NYG,30,8,16,16,0,1,0,0,0,357,1860,9,54,530,2,5,0.0,0,"PFW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm"
22,DE,Osi Umenyiora,NFC,NYG,24,2,16,16,0,0,0,0,0,0,0,0,0,0,0,48,14.5,0,"PFW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm"
23,DT,Jamal Williams,AFC,SDG,29,7,16,16,0,0,0,0,0,0,0,0,0,0,0,40,0.0,0,"PFW: 1st Tm All-Conf., AP: 1st Tm, SN: 1st Tm"
24,LDT,Roderick Coleman,NFC,ATL,29,6,16,16,0,0,0,0,0,0,0,0,0,0,0,35,10.5,0,"PFW: 1st Tm All-Conf., AP: 2nd Tm, FW: 1st Tm"
25,RCB,Nathan Vasher,NFC,CHI,24,1,16,15,0,0,0,0,0,0,0,0,0,0,0,39,0.0,8,"PFW: 1st Tm All-Conf., FW: 1st Tm, AP: 2nd Tm"
26,LCB,Deltha O'Neal,AFC,CIN,28,5,15,14,0,0,0,0,0,0,0,0,0,0,0,56,0.0,10,"PFW: 1st Tm All-Conf., AP: 2nd Tm, SN: 1st Tm"
27,LB,Cato June,AFC,IND,26,2,13,13,0,0,0,0,0,0,0,0,0,0,0,68,0.0,5,"PFW: 1st Tm All-Conf., FW: 1st Tm, AP: 2nd Tm"
28,LT,Willie Roaf,AFC,KAN,35,12,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,"PFW: 1st Tm All-Conf., AP: 2nd Tm, SN: 1st Tm"
29,DE,Michael Strahan,NFC,NYG,34,12,16,16,0,0,0,0,0,0,0,0,0,0,0,59,11.5,0,"PFW: 1st Tm All-Conf., AP: 2nd Tm, SN: 1st Tm"
30,FS,Bob Sanders,AFC,IND,24,1,14,14,0,0,0,0,0,0,0,0,0,0,0,71,0.0,1,"PFW: 1st Tm All-Conf., AP: 1st Tm"
31,C,Jeff Saturday,AFC,IND,30,6,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,"PFW: 1st Tm All-Conf., AP: 1st Tm"
32,,David Tyree,NFC,NYG,25,2,13,0,0,0,0,0,0,0,0,0,5,52,1,13,0.0,0,"PFW: 1st Tm All-Conf., FW: 1st Tm"
33,RCB,Ronde Barber,NFC,TAM,30,8,16,16,0,0,0,0,0,0,0,0,0,0,0,83,2.0,5,"PFW: 1st Tm All-Conf., AP: 1st Tm"
34,LB,Derrick Brooks,NFC,TAM,32,10,16,16,0,0,0,0,0,0,0,0,0,0,0,93,3.0,1,"PFW: 1st Tm All-Conf., AP: 1st Tm"
35,RB,LaDainian Tomlinson,AFC,SDG,26,4,16,16,3,4,47,3,0,339,1462,18,51,370,2,1,0.0,0,"AP: 2nd Tm, SN: 1st Tm"
36,LDT/RDT,Marcus Stroud,AFC,JAX,27,4,16,16,0,0,0,0,0,0,0,0,0,0,0,31,1.0,0,SN: 1st Tm
37,LG,Brian Waters,AFC,KAN,28,5,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,AP: 1st Tm
38,LB,Shawne Merriman,AFC,SDG,21,Rook,15,10,0,0,0,0,0,0,0,0,0,0,0,43,10.0,0,SN: 1st Tm
39,FB,Mack Strong,NFC,SEA,34,11,16,6,0,0,0,0,0,17,78,0,22,166,0,0,0.0,0,AP: 1st Tm
40,SS,Mike Brown,NFC,CHI,27,5,12,12,0,0,0,0,0,0,0,0,0,0,0,63,1.0,3,"PFW: 1st Tm All-Conf., AP: 2nd Tm"
41,DT/LDT,Tommie Harris,NFC,CHI,22,1,16,16,0,0,0,0,0,0,0,0,0,0,0,27,3.0,0,"PFW: 1st Tm All-Conf., AP: 2nd Tm"
42,K,Shayne Graham,AFC,CIN,28,4,16,0,0,0,0,0,0,0,0,0,0,0,0,7,0.0,0,"PFW: 1st Tm All-Conf., AP: 2nd Tm"
43,WR,Marvin Harrison,AFC,IND,33,9,15,15,0,0,0,0,0,0,0,0,82,1146,12,1,0.0,0,"PFW: 1st Tm All-Conf., AP: 2nd Tm"
44,RB,Larry Johnson,AFC,KAN,26,2,16,9,0,0,0,0,0,336,1750,20,33,343,1,2,0.0,0,"PFW: 1st Tm All-Conf., AP: 2nd Tm"
45,RG,Will Shields,AFC,KAN,34,12,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,"PFW: 1st Tm All-Conf., AP: 2nd Tm"
46,ROLB,Joey Porter,AFC,PIT,28,6,16,16,0,0,0,0,0,0,0,0,0,0,0,39,10.5,2,"PFW: 1st Tm All-Conf., AP: 2nd Tm"
47,DE,Derrick Burgess,AFC,OAK,27,4,16,12,0,0,0,0,0,0,0,0,0,0,0,51,16.0,0,"PFW: 1st Tm All-Conf., AP: 2nd Tm"
48,P,Josh Bidwell,NFC,TAM,29,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,"PFW: 1st Tm All-Conf., AP: 2nd Tm"
49,WR,Santana Moss,NFC,WAS,26,4,16,16,0,0,0,0,0,3,-3,0,84,1483,9,1,0.0,0,"PFW: 1st Tm All-Conf., AP: 2nd Tm"
50,LG,Mike Wahle,NFC,CAR,28,7,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,PFW: 1st Tm All-Conf.
51,RB,Edgerrin James,AFC,IND,27,6,15,15,0,0,0,0,0,360,1506,13,44,337,1,1,0.0,0,PFW: 1st Tm All-Conf.
52,WR,Koren Robinson,NFC,MIN,25,4,14,5,0,0,0,0,0,4,27,1,22,347,1,0,0.0,0,PFW: 1st Tm All-Conf.
53,LT,Orlando Pace,NFC,STL,30,8,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,PFW: 1st Tm All-Conf.
54,,Hanik Milligan,AFC,SDG,26,1,16,0,0,0,0,0,0,0,0,0,0,0,0,13,0.0,0,PFW: 1st Tm All-Conf.
55,QB,Matt Hasselbeck,NFC,SEA,30,6,16,16,294,449,3459,24,9,36,124,1,0,0,0,1,0.0,0,PFW: 1st Tm All-Conf.
56,MLB,Zach Thomas,AFC,MIA,32,9,14,14,0,0,0,0,0,0,0,0,0,0,0,104,2.0,1,AP: 2nd Tm
57,QB,Tom Brady,AFC,NWE,28,5,16,16,334,530,4110,26,14,27,89,1,0,0,0,0,0.0,0,AP: 2nd Tm
58,FB,Lorenzo Neal,AFC,SDG,35,12,16,15,0,0,0,0,0,29,98,0,24,145,1,1,0.0,0,AP: 2nd Tm
59,LB/MLB,Keith Brooking,NFC,ATL,30,7,16,16,0,0,0,0,0,0,0,0,0,0,0,88,3.5,4,
60,TE,Alge Crumpler,NFC,ATL,28,4,16,16,0,0,0,0,0,0,0,0,65,877,5,8,0.0,0,
61,RB,Warrick Dunn,NFC,ATL,30,8,16,16,0,0,0,0,0,280,1416,3,29,220,1,0,0.0,0,
62,LCB,DeAngelo Hall,NFC,ATL,22,1,15,15,0,0,0,0,0,0,0,0,0,0,0,58,0.0,6,
63,QB,Michael Vick,NFC,ATL,25,4,15,15,214,387,2412,15,13,102,597,6,1,-14,0,3,0.0,0,
64,,Mike Schneck,AFC,BUF,28,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
65,QB,Jake Delhomme,NFC,CAR,30,6,16,16,262,435,3421,24,16,24,31,1,0,0,0,2,0.0,0,
66,DE,Julius Peppers,NFC,CAR,25,3,16,16,0,0,0,0,0,0,0,0,0,0,0,38,10.5,0,
67,QB,Carson Palmer,AFC,CIN,26,1,16,16,345,509,3836,32,12,34,41,1,0,0,0,1,0.0,0,
68,LT,Tarik Glenn,AFC,IND,29,8,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
69,WR,Larry Fitzgerald,NFC,ARI,22,1,16,16,0,0,0,0,0,8,41,0,103,1409,10,1,0.0,0,
70,LG,Larry Allen,NFC,DAL,34,11,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
71,DT/NT,La'Roi Glover,NFC,DAL,31,9,16,13,0,0,0,0,0,0,0,0,0,0,0,23,3.0,0,
72,SS,Roy Williams,NFC,DAL,25,3,16,16,0,0,0,0,0,0,0,0,0,0,0,69,2.5,3,
73,TE,Jason Witten,NFC,DAL,23,2,16,16,0,0,0,0,0,0,0,0,66,757,6,5,0.0,0,
74,FS,John Lynch,AFC,DEN,34,12,16,16,0,0,0,0,0,0,0,0,0,0,0,44,4.0,2,
75,QB,Jake Plummer,AFC,DEN,31,8,16,16,277,456,3366,18,7,46,151,2,0,0,0,1,0.0,0,
76,WR,Rod Smith,AFC,DEN,35,10,16,16,0,1,0,0,0,1,7,0,85,1105,6,3,0.0,0,
77,DT/LDT,Shaun Rogers,NFC,DET,26,4,14,14,0,0,0,0,0,0,0,0,0,0,0,29,5.5,0,
78,TE,Tony Gonzalez,AFC,KAN,29,8,16,16,0,0,0,0,0,0,0,0,78,905,2,2,0.0,0,
79,QB,Trent Green,AFC,KAN,35,8,16,16,317,507,4014,17,10,35,82,0,0,0,0,1,0.0,0,
80,WR,Chris Chambers,AFC,MIA,27,4,16,16,0,0,0,0,0,12,92,0,82,1118,11,3,0.0,0,
81,DE,Jason Taylor,AFC,MIA,31,8,16,16,0,0,0,0,0,0,0,0,0,0,0,52,12.0,0,
82,C,LeCharles Bentley,NFC,NOR,26,3,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
83,TE,Jeremy Shockey,NFC,NYG,25,3,15,15,0,0,0,0,0,0,0,0,65,891,7,1,0.0,0,
84,CB/DB/LCB/RCB,Ty Law,AFC,NYJ,31,10,16,16,0,0,0,0,0,0,0,0,0,0,0,45,0.0,10,
85,MLB,Jonathan Vilma,AFC,NYJ,23,1,16,16,0,0,0,0,0,0,0,0,0,0,0,124,0.5,1,
86,QB,Steve McNair,AFC,TEN,32,10,14,14,292,476,3161,16,11,32,139,1,0,0,0,2,0.0,0,
87,DE,Kyle Vanden Bosch,AFC,TEN,27,4,16,16,0,0,0,0,0,0,0,0,0,0,0,40,12.5,0,
88,,Mike Bartrum,NFC,PHI,35,12,16,0,0,0,0,0,0,0,0,0,2,6,2,3,0.0,0,
89,FS,Brian Dawkins,NFC,PHI,32,9,16,16,0,0,0,0,0,0,0,0,0,0,0,66,3.5,3,
90,MLB,Jeremiah Trotter,NFC,PHI,28,7,15,15,0,0,0,0,0,0,0,0,0,0,0,101,1.0,1,
91,DT/NT,Casey Hampton,AFC,PIT,28,4,16,15,0,0,0,0,0,0,0,0,0,0,0,25,0.0,0,
92,C,Jeff Hartings,AFC,PIT,33,9,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
93,WR,Torry Holt,NFC,STL,29,6,14,14,0,0,0,0,0,1,2,0,102,1331,9,1,0.0,0,
94,LT,Jonathan Ogden,AFC,BAL,31,9,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
95,MLB,Lofa Tatupu,NFC,SEA,23,Rook,16,16,0,0,0,0,0,0,0,0,0,0,0,85,4.0,3,
96,C,Robbie Tobeck,NFC,SEA,35,11,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
97,LT,Chris Samuels,NFC,WAS,28,5,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
