,Pos,Player,Conf,Tm,Age,Yrs,G,GS,Cmp,Att,Yds,TD,Int,Att.1,Yds.1,TD.1,Rec,Yds.2,TD.2,Solo,Sk,Int.1,All-pro teams
10,WR,Torry Holt,NFC,STL,27,4,16,15,0,0,0,0,0,1,5,0,117,1696,12,3,0.0,0,"PFW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, SN: 1st Tm"
11,FB/RB,Jamal Lewis,AFC,BAL,24,3,16,16,0,0,0,0,0,387,2066,14,26,205,0,1,0.0,0,"PFW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, SN: 1st Tm"
12,LB/RILB,Ray Lewis,AFC,BAL,28,7,16,16,0,0,0,0,0,0,0,0,0,0,0,120,1.5,6,"PFW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, SN: 1st Tm"
13,LT,Jonathan Ogden,AFC,BAL,29,7,16,16,0,0,0,0,0,0,0,0,1,1,1,0,0.0,0,"PFW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, SN: 1st Tm"
14,LG,Steve Hutchinson,NFC,SEA,26,2,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,"PFW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, SN: 1st Tm"
15,LOLB,Julian Peterson,NFC,SFO,25,3,16,16,0,0,0,0,0,0,0,0,0,0,0,69,7.0,2,"PFW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm, SN: 1st Tm"
16,SS,Ed Reed,AFC,BAL,25,1,16,15,0,0,0,0,0,0,0,0,0,0,0,59,1.0,7,"PFW: 1st Tm All-Conf., AP: 2nd Tm, FW: 1st Tm, SN: 1st Tm"
17,C,Tom Nalen,AFC,DEN,32,9,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,"PFW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm"
18,LT,Willie Roaf,AFC,KAN,33,10,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,"PFW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm"
19,WR,Randy Moss,NFC,MIN,26,5,16,16,0,1,0,0,0,6,18,0,111,1632,17,2,0.0,0,"PFW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm"
20,CB/LCB,Ty Law,AFC,NWE,29,8,15,15,0,0,0,0,0,0,0,0,0,0,0,60,0.0,6,"PFW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm"
21,LB,Keith Bulluck,AFC,TEN,26,3,16,16,0,0,0,0,0,0,0,0,0,0,0,104,3.0,2,"PFW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm"
22,DE,Leonard Little,NFC,STL,29,5,12,12,0,0,0,0,0,0,0,0,0,0,0,41,12.5,1,"PFW: 1st Tm All-Conf., AP: 1st Tm, FW: 1st Tm"
23,LT,Orlando Pace,NFC,STL,28,6,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,"PFW: 1st Tm All-Conf., AP: 1st Tm, SN: 1st Tm"
24,LCB,Chris McAlister,AFC,BAL,26,4,15,15,0,0,0,0,0,0,0,0,0,0,0,33,0.0,3,"AP: 1st Tm, FW: 1st Tm"
25,P,Todd Sauerbrun,NFC,CAR,30,8,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,"PFW: 1st Tm All-Conf., AP: 2nd Tm, SN: 1st Tm"
26,RCB,Jerry Azumah,NFC,CHI,26,4,16,13,0,0,0,0,0,0,0,0,0,0,0,71,1.0,4,"PFW: 1st Tm All-Conf., SN: 1st Tm, AP: 2nd Tm"
27,WR,Marvin Harrison,AFC,IND,31,7,15,15,0,0,0,0,0,1,3,0,94,1272,10,1,0.0,0,"PFW: 1st Tm All-Conf., AP: 2nd Tm, SN: 1st Tm"
28,LCB,Patrick Surtain,AFC,MIA,27,5,15,15,0,0,0,0,0,0,0,0,0,0,0,34,0.0,7,"PFW: 1st Tm All-Conf., AP: 2nd Tm, SN: 1st Tm"
29,C,Matt Birk,NFC,MIN,27,5,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,"PFW: 1st Tm All-Conf., AP: 2nd Tm, SN: 1st Tm"
30,LCB,Champ Bailey,NFC,WAS,25,4,16,16,0,0,0,0,0,0,0,0,0,0,0,67,0.0,2,"PFW: 1st Tm All-Conf., AP: 2nd Tm, SN: 1st Tm"
31,WR,Alex Bannister,NFC,SEA,24,2,16,2,0,0,0,0,0,0,0,0,3,61,1,16,0.0,0,"PFW: 1st Tm All-Conf., FW: 1st Tm"
32,LB,Derrick Brooks,NFC,TAM,30,8,16,16,0,0,0,0,0,0,0,0,0,0,0,71,1.0,2,"AP: 2nd Tm, SN: 1st Tm"
33,DE,Simeon Rice,NFC,TAM,29,7,16,16,0,0,0,0,0,0,0,0,0,0,0,45,15.0,2,"AP: 2nd Tm, SN: 1st Tm"
34,MLB,Zach Thomas,AFC,MIA,30,7,15,15,0,0,0,0,0,0,0,0,0,0,0,84,1.0,3,AP: 1st Tm
35,WR,Chad Johnson,AFC,CIN,25,2,16,14,0,0,0,0,0,0,0,0,90,1355,10,1,0.0,0,"PFW: 1st Tm All-Conf., AP: 2nd Tm"
36,DE,Dwight Freeney,AFC,IND,23,1,15,13,0,0,0,0,0,0,0,0,0,0,0,27,11.0,0,"PFW: 1st Tm All-Conf., AP: 2nd Tm"
37,LDT/RDT,La'Roi Glover,NFC,DAL,29,7,16,16,0,0,0,0,0,0,0,0,0,0,0,32,5.0,0,"PFW: 1st Tm All-Conf., AP: 2nd Tm"
38,RG,Marco Rivera,NFC,GNB,31,6,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,"PFW: 1st Tm All-Conf., AP: 2nd Tm"
39,LDT,Marcus Stroud,AFC,JAX,25,2,16,16,0,0,0,0,0,0,0,0,0,0,0,47,4.5,0,"PFW: 1st Tm All-Conf., AP: 2nd Tm"
40,LG/LT,Alan Faneca,AFC,PIT,27,5,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,"PFW: 1st Tm All-Conf., AP: 2nd Tm"
41,K,Jeff Wilkins,NFC,STL,31,9,16,0,0,0,0,0,0,1,7,0,0,0,0,6,0.0,0,"PFW: 1st Tm All-Conf., AP: 2nd Tm"
42,LB,LaVar Arrington,NFC,WAS,25,3,16,16,0,0,0,0,0,0,0,0,0,0,0,75,6.0,0,"PFW: 1st Tm All-Conf., AP: 2nd Tm"
43,TE,Alge Crumpler,NFC,ATL,26,2,16,16,0,0,0,0,0,0,0,0,44,552,3,4,0.0,0,PFW: 1st Tm All-Conf.
44,LB,Takeo Spikes,AFC,BUF,27,5,16,16,0,0,0,0,0,0,0,0,0,0,0,70,2.0,2,PFW: 1st Tm All-Conf.
45,RCB,Dre' Bly,NFC,DET,26,4,14,14,0,0,0,0,0,0,0,0,0,0,0,47,1.0,6,PFW: 1st Tm All-Conf.
46,QB,Brett Favre,NFC,GNB,34,12,16,16,308,471,3361,32,21,18,15,0,0,0,0,1,0.0,0,PFW: 1st Tm All-Conf.
47,RB,Ahman Green,NFC,GNB,26,5,16,16,0,0,0,0,0,355,1883,15,50,367,5,2,0.0,0,PFW: 1st Tm All-Conf.
48,DE,Adewale Ogunleye,AFC,MIA,26,2,16,16,0,0,0,0,0,0,0,0,0,0,0,43,15.0,0,PFW: 1st Tm All-Conf.
49,RB,Deuce McAllister,NFC,NOR,25,2,16,16,0,2,0,0,0,351,1641,8,69,516,0,3,0.0,0,PFW: 1st Tm All-Conf.
50,P,Craig Hentrich,AFC,TEN,32,9,16,0,2,5,25,0,0,0,0,0,0,0,0,4,0.0,0,PFW: 1st Tm All-Conf.
51,LB/LOLB,Adalius Thomas,AFC,BAL,26,3,13,11,0,0,0,0,0,0,0,0,0,0,0,40,4.0,0,PFW: 1st Tm All-Conf.
52,LT,Walter Jones,NFC,SEA,29,6,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,PFW: 1st Tm All-Conf.
53,RT/T,Willie Anderson,AFC,CIN,28,7,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,AP: 2nd Tm
54,QB,Steve McNair,AFC,TEN,30,8,14,14,250,400,3215,24,7,38,138,4,1,4,0,0,0.0,0,AP: 2nd Tm
55,FL/WR,Hines Ward,AFC,PIT,27,5,16,16,0,0,0,0,0,11,61,0,95,1163,10,3,0.0,0,AP: 2nd Tm
56,TE,Todd Heap,AFC,BAL,23,2,16,16,0,0,0,0,0,3,21,0,57,693,3,2,0.0,0,AP: 2nd Tm
57,FB,Fred Beasley,NFC,SFO,29,5,16,11,0,0,0,0,0,17,24,0,19,184,1,0,0.0,0,AP: 2nd Tm
58,LB,Keith Brooking,NFC,ATL,28,5,16,16,0,0,0,0,0,0,0,0,0,0,0,126,0.0,0,
59,LG,Ruben Brown,AFC,BUF,31,8,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
60,RB,Stephen Davis,NFC,CAR,29,7,14,14,0,0,0,0,0,318,1444,8,14,159,0,2,0.0,0,
61,DE,Mike Rucker,NFC,CAR,28,4,14,14,0,0,0,0,0,0,0,0,0,0,0,46,12.0,1,
62,C,Olin Kreutz,NFC,CHI,26,5,16,16,0,0,0,0,0,0,0,0,1,-8,0,0,0.0,0,
63,MLB,Brian Urlacher,NFC,CHI,25,3,16,16,0,0,0,0,0,0,0,0,0,0,0,87,2.5,0,
64,WR,Anquan Boldin,NFC,ARI,23,Rook,16,16,0,1,0,0,1,5,40,0,101,1377,8,3,0.0,0,
65,LT,Flozell Adams,NFC,DAL,28,5,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
66,LG,Larry Allen,NFC,DAL,32,9,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
67,LB,Dexter Coakley,NFC,DAL,31,6,16,16,0,0,0,0,0,0,0,0,0,0,0,73,1.0,1,
68,RB,Clinton Portis,AFC,DEN,22,1,13,13,0,0,0,0,0,290,1591,14,38,314,0,2,0.0,0,
69,MLB,Al Wilson,AFC,DEN,26,4,16,16,0,0,0,0,0,0,0,0,0,0,0,69,1.0,0,
70,C,Mike Flanagan,NFC,GNB,30,5,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
71,TE,Bubba Franks,NFC,GNB,25,3,16,15,0,0,0,0,0,0,0,0,30,241,4,2,0.0,0,
72,DE,Kabeer Gbaja-Biamila,NFC,GNB,26,3,16,16,0,0,0,0,0,0,0,0,0,0,0,34,10.0,0,
73,QB,Trent Green,AFC,KAN,33,6,16,16,330,523,4039,24,12,26,83,2,0,0,0,1,0.0,0,
74,FB,Tony Richardson,AFC,KAN,32,8,16,10,0,0,0,0,0,24,60,0,12,76,0,2,0.0,0,
75,,Gary Stills,AFC,KAN,29,4,16,0,0,0,0,0,0,0,0,0,0,0,0,35,3.0,0,
76,FS,Jerome Woods,AFC,KAN,30,7,16,16,0,0,0,0,0,0,0,0,0,0,0,58,0.0,3,
77,FS,Brock Marion,AFC,MIA,33,10,16,16,0,0,0,0,0,0,0,0,0,0,0,55,0.0,3,
78,SS,Corey Chavous,NFC,MIN,27,5,16,16,0,0,0,0,0,0,0,0,0,0,0,75,0.0,8,
79,QB,Daunte Culpepper,NFC,MIN,26,4,14,14,295,454,3479,25,11,73,422,4,0,0,0,2,0.0,0,
80,RG,LeCharles Bentley,NFC,NOR,24,1,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
81,DE/LB,Willie McGinest,AFC,NWE,32,9,14,11,0,0,0,0,0,0,0,0,0,0,0,46,5.5,1,
82,TE,Jeremy Shockey,NFC,NYG,23,1,9,9,0,0,0,0,0,0,0,0,48,535,2,1,0.0,0,
83,DE,Shaun Ellis,AFC,NYJ,26,3,16,16,0,0,0,0,0,0,0,0,0,0,0,47,12.5,0,
84,C,Kevin Mawae,AFC,NYJ,32,9,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
85,LT,Brad Hopkins,AFC,TEN,33,10,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
86,WR,Derrick Mason,AFC,TEN,29,6,16,16,0,0,0,0,0,3,11,0,95,1303,8,0,0.0,0,
87,QB,Donovan McNabb,NFC,PHI,27,4,16,16,275,478,3216,16,11,71,355,3,1,-7,0,1,0.0,0,
88,LDT,Corey Simon,NFC,PHI,26,3,16,16,0,0,0,0,0,0,0,0,0,0,0,32,7.5,0,
89,LCB,Troy Vincent,NFC,PHI,32,11,13,13,0,0,0,0,0,0,0,0,0,0,0,49,0.0,3,
90,NT,Casey Hampton,AFC,PIT,26,2,16,16,0,0,0,0,0,0,0,0,0,0,0,27,1.0,0,
91,QB,Marc Bulger,NFC,STL,26,1,15,15,336,532,3845,22,22,29,75,4,0,0,0,1,0.0,0,
92,FS/S,Aeneas Williams,NFC,STL,35,12,16,16,0,0,0,0,0,0,0,0,0,0,0,59,1.0,4,
93,ROLB,Peter Boulware,AFC,BAL,29,6,15,14,0,0,0,0,0,0,0,0,0,0,0,42,8.5,0,
94,RB,Shaun Alexander,NFC,SEA,26,3,16,15,0,0,0,0,0,326,1435,14,42,295,2,0,0.0,0,
95,QB,Matt Hasselbeck,NFC,SEA,28,4,16,16,313,513,3841,26,15,36,125,2,0,0,0,3,0.0,0,
96,WR,Terrell Owens,NFC,SFO,30,7,15,15,0,0,0,0,0,3,-2,0,80,1102,9,2,0.0,0,
97,WR,Keenan McCardell,NFC,TAM,33,11,16,16,0,0,0,0,0,0,0,0,84,1174,8,4,0.0,0,
98,DT/LDT,Warren Sapp,NFC,TAM,31,8,15,15,0,0,0,0,0,0,0,0,4,39,2,36,5.0,0,
99,WR,Laveranues Coles,NFC,WAS,26,3,16,16,0,0,0,0,0,10,39,0,82,1204,6,7,0.0,0,
