,Pos,Player,Conf,Tm,Age,Yrs,G,GS,Cmp,Att,Yds,TD,Int,Att.1,Yds.1,TD.1,Rec,Yds.2,TD.2,Solo,Sk,Int.1,All-pro teams
44,,Larry Izzo,AFC,MIA,26,4,16,0,0,0,0,0,0,1,39,0,0,0,0,5,0.0,0,PFW: 1st Tm All-Conf.
45,FS,Brock Marion,AFC,MIA,30,7,16,16,0,0,0,0,0,0,0,0,0,0,0,72,0.0,5,PFW: 1st Tm All-Conf.
46,C,Matt Birk,NFC,MIN,24,2,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,PFW: 1st Tm All-Conf.
47,QB,Daunte Culpepper,NFC,MIN,23,1,16,16,297,474,3937,33,16,89,470,7,0,0,0,0,0.0,0,PFW: 1st Tm All-Conf.
48,DE,Joe Johnson,NFC,NOR,28,6,16,15,0,0,0,0,0,0,0,0,0,0,0,38,12.0,0,PFW: 1st Tm All-Conf.
49,LB/LOLB,Keith Mitchell,NFC,NOR,26,3,16,14,0,0,0,0,0,0,0,0,0,0,0,60,6.5,1,PFW: 1st Tm All-Conf.
50,RG,Ron Stone,NFC,NYG,29,6,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,PFW: 1st Tm All-Conf.
51,LT/T,Brad Hopkins,AFC,TEN,30,7,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,PFW: 1st Tm All-Conf.
52,LCB,Troy Vincent,NFC,PHI,29,8,16,16,0,0,0,0,0,0,0,0,0,0,0,64,1.0,5,PFW: 1st Tm All-Conf.
53,LG,Ruben Brown,AFC,BUF,28,5,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,AP: 2nd Tm
54,,Sam Cowart,AFC,BUF,25,2,12,12,0,0,0,0,0,0,0,0,0,0,0,88,5.5,2,AP: 2nd Tm
55,QB,Peyton Manning,AFC,IND,24,2,16,16,357,571,4413,33,15,37,116,1,0,0,0,0,0.0,0,AP: 2nd Tm
56,MLB,Stephen Boyd,NFC,DET,28,5,15,15,0,0,0,0,0,0,0,0,0,0,0,76,0.5,1,AP: 2nd Tm
57,LB,Jessie Armstead,NFC,NYG,30,7,16,16,0,0,0,0,0,0,0,0,0,0,0,76,5.0,1,AP: 2nd Tm
58,SS,Blaine Bishop,AFC,TEN,30,7,16,16,0,0,0,0,0,0,0,0,0,0,0,57,2.5,0,AP: 2nd Tm
59,TE,Frank Wycheck,AFC,TEN,29,7,16,16,2,2,53,1,0,0,0,0,70,636,4,0,0.0,0,AP: 2nd Tm
60,CB/LCB,Charles Woodson,AFC,OAK,24,2,16,16,0,0,0,0,0,0,0,0,1,8,0,66,0.0,4,AP: 2nd Tm
61,WR,Eric Moulds,AFC,BUF,27,4,16,16,0,0,0,0,0,2,24,0,94,1326,5,0,0.0,0,
62,NT,Ted Washington,AFC,BUF,32,9,16,16,0,0,0,0,0,0,0,0,0,0,0,37,2.5,0,
63,MLB,Brian Urlacher,NFC,CHI,22,Rook,16,14,0,0,0,0,0,0,0,0,0,0,0,101,8.0,2,
64,RB,Corey Dillon,AFC,CIN,26,3,16,16,0,0,0,0,0,315,1435,7,18,158,0,0,0.0,0,
65,QB,Brian Griese,AFC,DEN,25,2,10,10,216,336,2688,19,4,29,102,1,0,0,0,0,0.0,0,
66,DT,Luther Elliss,NFC,DET,27,5,16,16,0,0,0,0,0,0,0,0,0,0,0,23,3.0,0,
67,LT,Tony Boselli,AFC,JAX,28,5,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
68,WR,Jimmy Smith,AFC,JAX,31,8,15,14,0,0,0,0,0,0,0,0,91,1213,8,0,0.0,0,
69,QB,Elvis Grbac,AFC,KAN,30,6,15,15,326,547,4169,28,14,30,110,1,0,0,0,0,0.0,0,
70,LT/RG,Will Shields,AFC,KAN,29,7,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
71,C,Tim Ruddy,AFC,MIA,28,6,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
72,MLB,Zach Thomas,AFC,MIA,27,4,11,11,0,0,0,0,0,0,0,0,0,0,0,58,1.5,1,
73,WR,Cris Carter,NFC,MIN,35,13,16,16,0,0,0,0,0,0,0,0,96,1274,9,0,0.0,0,
74,SS,Robert Griffith,NFC,MIN,30,6,16,16,0,0,0,0,0,0,0,0,0,0,0,75,1.0,1,
75,RT,Korey Stringer,NFC,MIN,26,5,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
76,LB/ROLB,Mark Fields,NFC,NOR,28,5,16,14,0,0,0,0,0,0,0,0,0,0,0,63,2.0,0,
77,WR,Joe Horn,NFC,NOR,28,4,16,16,0,0,0,0,0,6,10,0,94,1340,8,0,0.0,0,
78,FB,Richie Anderson,AFC,NYJ,29,7,16,10,0,0,0,0,0,27,63,0,88,853,2,0,0.0,0,
79,DE,Jevon Kearse,AFC,TEN,24,1,16,16,0,0,0,0,0,0,0,0,0,0,0,37,11.5,0,
80,QB,Steve McNair,AFC,TEN,27,5,16,15,248,396,2847,15,13,72,403,0,0,0,0,0,0.0,0,
81,QB,Donovan McNabb,NFC,PHI,24,1,16,16,330,569,3365,21,13,86,629,6,2,5,0,0,0.0,0,
82,LOLB,Jason Gildon,AFC,PIT,28,6,16,16,0,0,0,0,0,0,0,0,0,0,0,58,13.5,0,
83,RT,Lincoln Kennedy,AFC,OAK,29,7,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
84,WR,Isaac Bruce,NFC,STL,28,6,16,16,0,0,0,0,0,1,11,0,87,1471,9,0,0.0,0,
85,WR,Torry Holt,NFC,STL,24,1,16,15,0,0,0,0,0,2,7,0,82,1635,6,0,0.0,0,
86,QB,Kurt Warner,NFC,STL,29,2,11,11,235,347,3429,21,18,18,17,0,0,0,0,0,0.0,0,
87,QB,Jeff Garcia,NFC,SFO,30,1,16,16,355,561,4278,31,10,72,414,4,0,0,0,0,0.0,0,
88,RB,Charlie Garner,NFC,SFO,28,6,16,15,0,0,0,0,0,258,1142,7,68,647,3,0,0.0,0,
89,LCB,Donnie Abraham,NFC,TAM,27,4,16,16,0,0,0,0,0,0,0,0,0,0,0,46,0.0,7,
90,FB,Mike Alstott,NFC,TAM,27,4,13,13,0,1,0,0,0,131,465,5,13,93,0,0,0.0,0,
91,C,Jeff Christy,NFC,TAM,31,7,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
92,RB,Warrick Dunn,NFC,TAM,25,3,16,14,0,0,0,0,0,248,1133,8,44,422,1,0,0.0,0,
93,LG,Randall McDaniel,NFC,TAM,36,12,16,16,0,0,0,0,0,0,0,0,1,2,1,0,0.0,0,
94,TE,Stephen Alexander,NFC,WAS,25,2,16,16,0,0,0,0,0,0,0,0,47,510,2,0,0.0,0,
95,DE,Marco Coleman,NFC,WAS,31,8,16,16,0,0,0,0,0,0,0,0,0,0,0,41,12.0,0,
96,RB,Stephen Davis,NFC,WAS,26,4,15,15,0,0,0,0,0,332,1318,11,33,313,0,0,0.0,0,
