,Pos,Player,Conf,Tm,Age,Yrs,G,GS,Cmp,Att,Yds,TD,Int,Att.1,Yds.1,TD.1,Rec,Yds.2,TD.2,Solo,Sk,Int.1,All-pro teams
39,RG,Will Shields,AFC,KAN,33,11,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,"PFW: 1st Tm All-Conf., AP: 2nd Tm"
40,K,David Akers,NFC,PHI,30,6,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,"PFW: 1st Tm All-Conf., AP: 2nd Tm"
41,SS,Troy Polamalu,AFC,PIT,23,1,16,16,0,0,0,0,0,0,0,0,0,0,0,67,1.0,5,"PFW: 1st Tm All-Conf., AP: 2nd Tm"
42,ROLB,Joey Porter,AFC,PIT,27,5,15,15,0,0,0,0,0,0,0,0,0,0,0,36,7.0,1,"PFW: 1st Tm All-Conf., AP: 2nd Tm"
43,LT,Jonathan Ogden,AFC,BAL,30,8,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,"PFW: 1st Tm All-Conf., AP: 2nd Tm"
44,LG,Steve Hutchinson,NFC,SEA,27,3,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,"PFW: 1st Tm All-Conf., AP: 2nd Tm"
45,MLB,Dan Morgan,NFC,CAR,26,3,12,12,0,0,0,0,0,0,0,0,0,0,0,78,2.0,2,PFW: 1st Tm All-Conf.
46,C,Olin Kreutz,NFC,CHI,27,6,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,PFW: 1st Tm All-Conf.
47,WR,Chad Johnson,AFC,CIN,26,3,16,16,0,0,0,0,0,4,39,0,95,1274,9,2,0.0,0,PFW: 1st Tm All-Conf.
48,TE,Jason Witten,NFC,DAL,22,1,16,15,0,0,0,0,0,0,0,0,87,980,6,8,0.0,0,PFW: 1st Tm All-Conf.
49,RG,Marco Rivera,NFC,GNB,32,7,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,PFW: 1st Tm All-Conf.
50,DE/LDT,Marcus Stroud,AFC,JAX,26,3,16,16,0,0,0,0,0,0,0,0,0,0,0,38,4.5,0,PFW: 1st Tm All-Conf.
51,DE,Jason Taylor,AFC,MIA,30,7,16,16,0,0,0,0,0,0,0,0,0,0,0,40,9.5,1,PFW: 1st Tm All-Conf.
52,QB,Daunte Culpepper,NFC,MIN,27,5,16,16,379,548,4717,39,11,88,406,2,0,0,0,2,0.0,0,PFW: 1st Tm All-Conf.
53,P,Mitch Berger,NFC,NOR,32,10,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0,PFW: 1st Tm All-Conf.
54,RB,Tiki Barber,NFC,NYG,29,7,16,14,0,0,0,0,0,322,1518,13,52,578,2,3,0.0,0,PFW: 1st Tm All-Conf.
55,SS,Michael Lewis,NFC,PHI,24,2,16,16,0,0,0,0,0,0,0,0,0,0,0,74,0.0,1,PFW: 1st Tm All-Conf.
56,LB,Ike Reese,NFC,PHI,31,6,16,1,0,0,0,0,0,0,0,0,0,0,0,44,1.0,2,PFW: 1st Tm All-Conf.
57,LT,Tra Thomas,NFC,PHI,30,6,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,PFW: 1st Tm All-Conf.
58,DE,Patrick Kerney,NFC,ATL,28,5,16,15,0,0,0,0,0,0,0,0,0,0,0,54,13.0,1,AP: 2nd Tm
59,RDT,Shaun Rogers,NFC,DET,25,3,16,16,0,0,0,0,0,0,0,0,0,0,0,48,4.0,0,AP: 2nd Tm
60,TE,Tony Gonzalez,AFC,KAN,28,7,16,16,0,0,0,0,0,1,5,0,102,1258,7,1,0.0,0,AP: 2nd Tm
61,FB,Tony Richardson,AFC,KAN,33,9,16,16,0,0,0,0,0,12,56,0,19,118,0,0,0.0,0,AP: 2nd Tm
62,LB/LILB,Tedy Bruschi,AFC,NWE,31,8,16,16,0,0,0,0,0,0,0,0,0,0,0,76,3.5,3,AP: 2nd Tm
63,FL,Hines Ward,AFC,PIT,28,6,16,16,0,0,0,0,0,7,25,1,80,1004,4,3,0.0,0,AP: 2nd Tm
64,TE,Alge Crumpler,NFC,ATL,27,3,14,14,0,0,0,0,0,0,0,0,48,774,6,0,0.0,0,
65,CB,Allen Rossum,NFC,ATL,29,6,16,1,0,0,0,0,0,1,0,0,0,0,0,19,1.0,2,
66,QB,Michael Vick,NFC,ATL,24,3,15,15,181,321,2313,14,12,120,902,3,0,0,0,1,0.0,0,
67,LDT,Sam Adams,AFC,BUF,31,10,16,16,0,0,0,0,0,0,0,0,0,0,0,26,5.0,1,
68,RCB,Nate Clements,AFC,BUF,25,3,16,16,0,0,0,0,0,0,0,0,0,0,0,53,0.5,6,
69,LB/LOLB,Mark Fields,NFC,CAR,32,9,14,10,0,0,0,0,0,0,0,0,0,0,0,50,4.0,1,
70,RCB,Tory James,AFC,CIN,31,8,16,16,0,0,0,0,0,0,0,0,0,0,0,56,0.0,8,
71,RB,Rudi Johnson,AFC,CIN,25,3,16,16,0,0,0,0,0,361,1454,12,15,84,0,0,0.0,0,
72,LT,Tarik Glenn,AFC,IND,28,7,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
73,LT,Flozell Adams,NFC,DAL,29,6,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
74,LG,Larry Allen,NFC,DAL,33,10,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
75,RDT,La'Roi Glover,NFC,DAL,30,8,16,16,0,0,0,0,0,0,0,0,0,0,0,32,7.0,0,
76,FS,Roy Williams,NFC,DAL,24,2,16,16,0,0,0,0,0,0,0,0,0,0,0,73,0.0,2,
77,FS,John Lynch,AFC,DEN,33,11,15,15,0,0,0,0,0,0,0,0,0,0,0,47,2.0,1,
78,CB/RCB,Dre' Bly,NFC,DET,27,5,13,13,0,0,0,0,0,0,0,0,0,0,0,32,0.0,4,
79,FB/RB,Ahman Green,NFC,GNB,27,6,15,15,1,1,20,1,0,259,1163,7,40,275,1,0,0.0,0,
80,WR,Javon Walker,NFC,GNB,26,2,16,12,0,0,0,0,0,0,0,0,89,1382,12,4,0.0,0,
81,WR,Andre Johnson,AFC,HOU,23,1,16,16,0,0,0,0,0,4,12,0,79,1142,6,2,0.0,0,
82,RDT,John Henderson,AFC,JAX,25,2,16,16,0,0,0,0,0,0,0,0,0,0,0,62,5.5,0,
83,,Kendall Gammon,AFC,KAN,36,12,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
84,LCB,Patrick Surtain,AFC,MIA,28,6,15,15,0,0,0,0,0,0,0,0,0,0,0,40,1.0,4,
85,C,Matt Birk,NFC,MIN,28,6,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
86,WR,Joe Horn,NFC,NOR,32,8,16,16,0,0,0,0,0,0,0,0,94,1399,11,2,0.0,0,
87,QB,Tom Brady,AFC,NWE,27,4,16,16,288,474,3692,28,14,43,28,0,0,0,0,2,0.0,0,
88,RB,Corey Dillon,AFC,NWE,30,7,15,14,0,0,0,0,0,345,1635,12,15,103,1,0,0.0,0,
89,DE,John Abraham,AFC,NYJ,26,4,12,12,0,0,0,0,0,0,0,0,0,0,0,33,9.5,0,
90,QB,Donovan McNabb,NFC,PHI,28,5,15,15,300,469,3875,31,8,41,220,3,0,0,0,5,0.0,0,
91,MLB,Jeremiah Trotter,NFC,PHI,27,6,16,9,0,0,0,0,0,0,0,0,0,0,0,60,1.0,0,
92,RB,Brian Westbrook,NFC,PHI,25,2,13,12,0,0,0,0,0,177,812,3,73,703,6,1,0.0,0,
93,RB,Jerome Bettis,AFC,PIT,32,11,15,6,1,1,10,1,0,250,941,13,6,46,0,0,0.0,0,
94,DE,Aaron Smith,AFC,PIT,28,5,16,15,0,0,0,0,0,0,0,0,0,0,0,31,8.0,0,
95,LT,Marvel Smith,AFC,PIT,26,4,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
96,WR,Torry Holt,NFC,STL,28,5,16,16,0,0,0,0,0,0,0,0,94,1372,10,1,0.0,0,
97,LB/LOLB,Terrell Suggs,AFC,BAL,22,1,16,16,0,0,0,0,0,0,0,0,0,0,0,45,10.5,0,
98,QB,Drew Brees,AFC,SDG,25,3,15,15,262,400,3159,27,7,53,85,2,1,38,0,0,0.0,0,
99,,Brian Jennings,NFC,SFO,28,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
100,LB,Marcus Washington,NFC,WAS,27,4,16,16,0,0,0,0,0,0,0,0,0,0,0,87,4.5,0,
