,Pos,Player,Conf,Tm,Age,Yrs,G,GS,Cmp,Att,Yds,TD,Int,Att.1,Yds.1,TD.1,Rec,Yds.2,TD.2,Solo,Sk,Int.1,All-pro teams
24,WR,Roddy White,NFC,ATL,30,6,16,16,0,0,0,0,0,0,0,0,100,1296,8,2,0.0,0,
25,WR,A.J. Green,AFC,CIN,23,Rook,15,15,0,0,0,0,0,5,53,0,65,1057,7,2,0.0,0,
26,WR,Greg Jennings,NFC,GNB,28,5,13,13,0,0,0,0,0,0,0,0,67,949,9,1,0.0,0,
27,WR,Brandon Marshall,AFC,MIA,27,5,16,16,0,0,0,0,0,1,13,0,81,1214,6,1,0.0,0,
28,WR,Mike Wallace,AFC,PIT,25,2,16,14,0,0,0,0,0,5,57,0,72,1193,8,2,0.0,0,
29,WR,Vincent Jackson,AFC,SDG,28,6,16,16,0,0,0,0,0,3,51,0,60,1106,9,4,0.0,0,
30,TE,Rob Gronkowski,AFC,NWE,22,1,16,16,0,0,0,0,0,1,2,1,90,1327,17,1,0.0,0,"AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm, SN: 1st Tm"
31,TE,Jimmy Graham,NFC,NOR,25,1,16,11,0,0,0,0,0,0,0,0,99,1310,11,0,0.0,0,"AP: 2nd Tm, PFF: 2nd Tm"
32,TE,Tony Gonzalez,NFC,ATL,35,14,16,16,0,0,0,0,0,0,0,0,80,875,7,4,0.0,0,
33,TE,Jermaine Gresham,AFC,CIN,23,1,14,13,0,0,0,0,0,0,0,0,56,596,6,1,0.0,0,
34,TE,Antonio Gates,AFC,SDG,31,8,13,13,0,0,0,0,0,0,0,0,64,778,7,3,0.0,0,
35,T,Jason Peters,NFC,PHI,29,7,14,14,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,"AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm, SN: 1st Tm"
36,T,Joe Thomas,AFC,CLE,27,4,16,16,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,"AP: 1st Tm, FW: 1st Tm"
37,T,Joe Staley,NFC,SFO,27,4,16,16,0,0,0,0,0,0,0,0,1,17,0,1,0.0,0,AP: 2nd Tm
38,T,Ryan Clady,AFC,DEN,25,3,16,16,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,
39,T,Jake Long,AFC,MIA,26,3,14,14,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,
40,T,Jermon Bushrod,NFC,NOR,27,4,16,16,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,
41,T,D'Brickashaw Ferguson,AFC,NYJ,28,5,16,16,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0,
42,G,Carl Nicks,NFC,NOR,26,3,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,"AP: 1st Tm, FW: 1st Tm, PFF: 2nd Tm, SN: 1st Tm"
43,G,Jahri Evans,NFC,NOR,28,5,16,16,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,"AP: 1st Tm, FW: 1st Tm, SN: 1st Tm"
44,G,Marshal Yanda,AFC,BAL,27,4,16,16,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,"AP: 2nd Tm, PFF: 1st Tm"
45,G,Logan Mankins,AFC,NWE,29,6,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,AP: 2nd Tm
46,G,Brian Waters,AFC,NWE,34,11,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
47,G,Brandon Moore,AFC,NYJ,31,8,16,16,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0,
48,G,Ben Grubbs,AFC,BAL,27,4,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
49,G,Davin Joseph,NFC,TAM,28,5,16,16,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0,
50,C,Maurkice Pouncey,AFC,PIT,22,1,14,14,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,"AP: 1st Tm, FW: 1st Tm"
51,C,Nick Mangold,AFC,NYJ,27,5,14,14,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,"AP: 2nd Tm, PFF: 2nd Tm, SN: 1st Tm"
52,C,Chris Myers,AFC,HOU,30,6,16,16,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,PFF: 1st Tm
53,C,Ryan Kalil,NFC,CAR,26,4,16,16,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0,AP: 2nd Tm
54,C,Scott Wells,NFC,GNB,30,7,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
55,DE,Jared Allen,NFC,MIN,29,7,16,16,0,0,0,0,0,0,0,0,0,0,0,48,22.0,1,"AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm, SN: 1st Tm"
56,DE,Jason Pierre-Paul,NFC,NYG,22,1,16,12,0,0,0,0,0,0,0,0,0,0,0,72,16.5,0,"AP: 1st Tm, FW: 1st Tm, PFF: 2nd Tm"
57,DE,Jason Babin,NFC,PHI,31,7,16,16,0,0,0,0,0,0,0,0,0,0,0,35,18.0,0,"SN: 1st Tm, AP: 2nd Tm"
58,DE,Julius Peppers,NFC,CHI,31,9,16,16,0,0,0,0,0,0,0,0,0,0,0,33,11.0,0,
59,DE,Dwight Freeney,AFC,IND,31,9,16,15,0,0,0,0,0,0,0,0,0,0,0,13,8.5,0,
60,DE,Elvis Dumervil,AFC,DEN,27,5,14,14,0,0,0,0,0,0,0,0,0,0,0,31,9.5,0,
61,DE,Antonio Smith,AFC,HOU,30,7,16,16,0,0,0,0,0,0,0,0,0,0,0,19,6.5,0,
62,DE,Andre Carter,AFC,NWE,32,10,14,14,0,0,0,0,0,0,0,0,0,0,0,31,10.0,0,
63,DT,Haloti Ngata,AFC,BAL,27,5,16,16,0,0,0,0,0,0,0,0,0,0,0,36,5.0,0,"AP: 1st Tm, FW: 1st Tm, SN: 1st Tm"
64,DT,Justin Smith,NFC,SFO,32,10,16,16,0,0,0,0,0,0,0,0,0,0,0,45,7.5,0,"AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm"
65,DT,Geno Atkins,AFC,CIN,23,1,16,15,0,0,0,0,0,0,0,0,0,0,0,29,7.5,0,"AP: 2nd Tm, PFF: 1st Tm"
66,DT,Richard Seymour,AFC,OAK,32,10,16,15,0,0,0,0,0,0,0,0,0,0,0,23,6.0,0,"AP: 2nd Tm, PFF: 2nd Tm"
67,DT,Jay Ratliff,NFC,DAL,30,6,16,16,0,0,0,0,0,0,0,0,0,0,0,29,2.0,0,PFF: 2nd Tm
68,DT,Vince Wilfork,AFC,NWE,30,7,16,16,0,0,0,0,0,0,0,0,0,0,0,29,3.5,2,AP: 2nd Tm
69,DT,B.J. Raji,NFC,GNB,25,2,16,16,0,0,0,0,0,1,1,1,0,0,0,14,3.0,0,
70,DT,Paul Soliai,AFC,MIA,28,4,16,12,0,0,0,0,0,0,0,0,0,0,0,19,0.0,0,
71,OLB,DeMarcus Ware,NFC,DAL,29,6,16,16,0,0,0,0,0,0,0,0,0,0,0,47,19.5,0,"AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm, SN: 1st Tm"
72,OLB,Terrell Suggs,AFC,BAL,29,8,16,16,0,0,0,0,0,0,0,0,0,0,0,50,14.0,2,"AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm, SN: 1st Tm"
73,OLB,Von Miller,AFC,DEN,22,Rook,15,15,0,0,0,0,0,0,0,0,0,0,0,50,11.5,0,"AP: 2nd Tm, PFF: 1st Tm"
74,OLB,Tamba Hali,AFC,KAN,28,5,16,16,0,0,0,0,0,0,0,0,0,0,0,48,12.0,0,"AP: 2nd Tm, PFF: 2nd Tm"
75,OLB,Clay Matthews,NFC,GNB,25,2,15,15,0,0,0,0,0,0,0,0,0,0,0,41,6.0,3,PFF: 2nd Tm
76,OLB,Lance Briggs,NFC,CHI,31,8,16,16,0,0,0,0,0,0,0,0,0,0,0,86,0.0,1,
77,OLB,Chad Greenway,NFC,MIN,28,4,16,16,0,0,0,0,0,0,0,0,0,0,0,89,2.0,0,
78,OLB,James Harrison,AFC,PIT,33,9,11,11,0,0,0,0,0,0,0,0,0,0,0,48,9.0,0,
79,ILB,Patrick Willis,NFC,SFO,26,4,13,13,0,0,0,0,0,0,0,0,0,0,0,74,2.0,1,"AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm, SN: 1st Tm"
80,ILB,Derrick Johnson,AFC,KAN,29,6,16,16,0,0,0,0,0,0,0,0,0,0,0,104,2.0,2,"AP: 1st Tm, PFF: 2nd Tm"
81,ILB,Ray Lewis,AFC,BAL,36,15,12,12,0,0,0,0,0,0,0,0,0,0,0,72,2.0,1,PFF: 1st Tm
82,ILB,London Fletcher,NFC,WAS,36,13,16,16,0,0,0,0,0,0,0,0,0,0,0,96,1.5,2,AP: 2nd Tm
83,ILB,Brian Urlacher,NFC,CHI,33,11,16,16,0,0,0,0,0,0,0,0,0,0,0,84,0.0,3,
84,CB,Darrelle Revis,AFC,NYJ,26,4,16,16,0,0,0,0,0,0,0,0,0,0,0,41,0.0,4,"AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm, SN: 1st Tm"
85,CB,Johnathan Joseph,AFC,HOU,27,5,15,15,0,0,0,0,0,0,0,0,0,0,0,40,0.0,4,"AP: 2nd Tm, FW: 1st Tm, PFF: 1st Tm"
86,CB,Charles Woodson,NFC,GNB,35,13,15,15,0,0,0,0,0,0,0,0,0,0,0,62,2.0,7,"AP: 1st Tm, SN: 1st Tm"
87,CB,Carlos Rogers,NFC,SFO,30,6,16,16,0,0,0,0,0,0,0,0,0,0,0,40,0.0,6,"AP: 2nd Tm, PFF: 2nd Tm"
88,CB,Charles Tillman,NFC,CHI,30,8,16,16,0,0,0,0,0,0,0,0,0,0,0,82,1.0,3,
89,CB,Champ Bailey,AFC,DEN,33,12,13,13,0,0,0,0,0,0,0,0,0,0,0,35,0.0,2,
90,CB,Brandon Browner,NFC,SEA,27,Rook,16,16,0,0,0,0,0,0,0,0,0,0,0,51,0.0,6,
91,SS,Troy Polamalu,AFC,PIT,30,8,16,16,0,0,0,0,0,0,0,0,0,0,0,64,1.0,2,"AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm, SN: 1st Tm"
92,SS,Adrian Wilson,NFC,ARI,32,10,16,16,0,0,0,0,0,0,0,0,0,0,0,48,0.0,1,PFF: 2nd Tm
93,SS,Brian Dawkins,AFC,DEN,38,15,14,12,0,0,0,0,0,0,0,0,0,0,0,38,3.0,0,
94,FS,Eric Weddle,AFC,SDG,26,4,16,16,0,0,0,0,0,1,10,0,0,0,0,70,0.0,7,"AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm, SN: 1st Tm"
95,FS,Ed Reed,AFC,BAL,33,9,16,16,0,0,0,0,0,0,0,0,0,0,0,44,1.0,3,AP: 2nd Tm
96,FS,Earl Thomas,NFC,SEA,22,1,16,16,0,0,0,0,0,0,0,0,0,0,0,69,0.0,2,AP: 2nd Tm
97,FS,Ryan Clark,AFC,PIT,32,9,16,16,0,0,0,0,0,0,0,0,0,0,0,71,1.0,1,
98,FS,Kam Chancellor,NFC,SEA,23,1,15,15,0,0,0,0,0,0,0,0,0,0,0,73,1.0,4,
99,FS,Dashon Goldson,NFC,SFO,27,4,14,14,0,0,0,0,0,0,0,0,0,0,0,55,0.0,6,
100,LS,Jon Condo,AFC,OAK,30,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
101,LS,Brian Jennings,NFC,SFO,35,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
102,K,David Akers,NFC,SFO,37,13,16,0,1,1,14,1,0,0,0,0,0,0,0,2,0.0,0,"AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm"
103,K,Sebastian Janikowski,AFC,OAK,33,11,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,"AP: 2nd Tm, PFF: 2nd Tm, SN: 1st Tm"
104,P,Andy Lee,NFC,SFO,29,7,16,0,0,0,0,0,0,1,-18,0,0,0,0,0,0.0,0,"AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm, SN: 1st Tm"
105,P,Shane Lechler,AFC,OAK,35,11,16,0,1,3,35,1,0,0,0,0,0,0,0,1,0.0,0,"AP: 2nd Tm, PFF: 2nd Tm"
106,KR,Patrick Peterson,NFC,ARI,21,Rook,16,16,0,0,0,0,0,1,0,0,1,-1,0,59,1.0,2,"AP: 1st Tm, FW: 1st Tm, PFF: 1st Tm, SN: 1st Tm"
107,KR,Antonio Brown,AFC,PIT,23,1,16,3,0,0,0,0,0,7,41,0,69,1108,2,3,0.0,0,
108,ST,Matt Slater,AFC,NWE,26,3,16,3,0,0,0,0,0,0,0,0,1,46,0,8,0.0,0,FW: 1st Tm
109,ST,Corey Graham,NFC,CHI,26,4,16,0,0,0,0,0,0,0,0,0,0,0,0,13,0.0,3,PFF: 2nd Tm
110,ST,Montell Owens,AFC,JAX,27,5,13,0,0,0,0,0,0,10,39,0,2,2,0,7,0.0,0,
